"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"KRR","KING RIVER RESOURCES LIMITED","2007-09-21","Materials",45052223
"KSC","K & S CORPORATION LIMITED","1971-08-25","Transportation",215715600
"KSL","KINA SECURITIES LIMITED","2015-07-30","Banks",301282695
"KSN","KINGSTON RESOURCES LIMITED","1987-03-05","Materials",61003443
"KSS","KLEOS SPACE S.A","2018-08-24","Commercial & Professional Services",140979024
"KTA","KRAKATOA RESOURCES LIMITED","2012-12-28","Materials",13947500
"KTD","KEYTONE DAIRY CORPORATION LIMITED","2018-07-18","Food, Beverage & Tobacco",34137060
"KTE","K2 ENERGY LIMITED.","2004-07-02","Semiconductors & Semiconductor Equipment",6614457
"KTG","K-TIG LIMITED","2012-11-01","Capital Goods",67644504
"KWR","KINGWEST RESOURCES LIMITED","2018-08-24","Materials",16566230
"KYK","KYCKR LIMITED","2016-09-07","Software & Services",16848643
"KZA","KAZIA THERAPEUTICS LIMITED","1994-09-01","Pharmaceuticals, Biotechnology & Life Sciences",175631677
"KZR","KALAMAZOO RESOURCES LIMITED","2017-01-16","Materials",50797452
"LAM","LARAMIDE RESOURCES LTD","2013-04-30","Energy",90748384
"LAU","LINDSAY AUSTRALIA LIMITED","1994-07-05","Transportation",108046616
"LAW","LAWFINANCE LIMITED","2000-05-12","Diversified Financials",51222065
"LBL","LASERBOND LIMITED","2007-12-17","Capital Goods",84528763
"LBT","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",23996559
"LBY","LAYBUY GROUP HOLDINGS LIMITED","2020-09-07","Software & Services",124675736
"LCD","LATITUDE CONSOLIDATED LIMITED","1999-12-21","Materials",56620322
"LCE","LONDON CITY EQUITIES LIMITED","1987-03-06","Diversified Financials",13605660
"LCK","LEIGH CREEK ENERGY LIMITED","2005-03-17","Energy",121260481
"LCL","LOS CERROS LIMITED","2007-10-02","Materials",75759605
"LCT","LIVING CELL TECHNOLOGIES LIMITED","2004-09-01","Pharmaceuticals, Biotechnology & Life Sciences",7428733
"LCY","LEGACY IRON ORE LIMITED","2008-07-08","Materials",89666339
"LDR","LODE RESOURCES LTD",,"Materials",0
"LEG","LEGEND MINING LIMITED","1995-08-25","Materials",303064929
"LEL","LITHIUM ENERGY LIMITED","2021-05-19","Materials",28403550
"LEP","ALE PROPERTY GROUP","2003-11-12","Real Estate",933899057
"LER","LEAF RESOURCES LTD","1999-01-05","Materials",171444731
"LEX","LEFROY EXPLORATION LIMITED","1991-09-05","Materials",118809570
"LFG","LIBERTY FINANCIAL GROUP","2020-12-15","Banks",2395404000
"LFS","LATITUDE GROUP HOLDINGS LIMITED","2021-04-20","Diversified Financials",2260000000
"LGL","LYNCH GROUP HOLDINGS LIMITED","2021-04-06","Food, Beverage & Tobacco",451644614
"LGP","LITTLE GREEN PHARMA LTD","2020-02-20","Pharmaceuticals, Biotechnology & Life Sciences",121728500
"LHB","LIONHUB GROUP LIMITED","2006-10-25","Real Estate","N/A"
"LHM","LAND & HOMES GROUP LIMITED","2004-10-05","Real Estate",12592671
"LIC","LIFESTYLE COMMUNITIES LIMITED","1998-12-15","Real Estate",1590131443
"LIN","LINDIAN RESOURCES LIMITED","2000-03-02","Materials",16014587
"LIO","LION ENERGY LIMITED","1972-02-15","Energy",12402093
"LIT","LITHIUM AUSTRALIA NL","2007-10-30","Materials",95119249
"LITCF","LITHIUM AUSTRALIA NL","2007-10-30","Materials",95119249
"LKE","LAKE RESOURCES N.L.","2001-08-29","Materials",359262460
"LKENB","LAKE RESOURCES N.L.","2001-08-29","Materials",359262460
"LKO","LAKES BLUE ENERGY NL","1985-12-05","Energy","N/A"
"LLC","LENDLEASE GROUP","1962-06-30","Real Estate",8366314445
"LLO","LION ONE METALS LIMITED","2013-06-07","Materials",202633461
"LM8","LUNNON METALS LIMITED","2021-06-16","Materials",57911297
"LME","LIMEADE, INC.","2019-12-20","Software & Services",200201085
"LMG","LATROBE MAGNESIUM LIMITED","1986-12-18","Materials",21021396
"LML","LINCOLN MINERALS LIMITED","2007-03-09","Materials","N/A"
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","2015-10-27","Software & Services",2665044075
"LNU","LINIUS TECHNOLOGIES LIMITED","2011-07-26","Software & Services",31586689
"LNY","LANEWAY RESOURCES LTD","1987-04-02","Materials",18875330
"LOM","LUCAPA DIAMOND COMPANY LIMITED","2006-12-19","Materials",48829477
"LOT","LOTUS RESOURCES LIMITED","2009-02-18","Materials",162275340
"LOV","LOVISA HOLDINGS LIMITED","2014-12-18","Retailing",1550642692
"LPD","LEPIDICO LTD","1994-04-19","Materials",65219061
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","2011-10-11","Utilities",12891371
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","2016-06-24","Materials",55699345
"LRK","LARK DISTILLING CO. LTD","2003-11-12","Food, Beverage & Tobacco",189208050
"LRS","LATIN RESOURCES LIMITED","2010-09-21","Materials",69836000
"LRT","LOWELL RESOURCES FUND","2018-03-22","Not Applic",47124664
"LSA","LACHLAN STAR LIMITED","1971-07-28","Materials",40688407
"LSF","L1 LONG SHORT FUND LIMITED","2018-04-24","Not Applic",1556351273
"LSH","LIFESPOT HEALTH LTD","2017-01-11","Health Care Equipment & Services",16341295
"LSR","LODESTAR MINERALS LIMITED","2007-12-21","Materials",11618436
"LSX","LION SELECTION GROUP LIMITED.","2013-03-13","Not Applic",63059334
"LTR","LIONTOWN RESOURCES LIMITED","2006-12-27","Materials",1136943738
"LV1","LIVE VERDURE LTD","2020-12-14","Food, Beverage & Tobacco",11878170
"LVE","LOVE GROUP GLOBAL LTD","2014-12-05","Software & Services",3931814
"LVH","LIVEHIRE LIMITED","2016-06-10","Software & Services",117620839
"LVT","LIVETILES LIMITED","1999-08-17","Software & Services",150544252
"LYC","LYNAS RARE EARTHS LIMITED","1986-09-11","Materials",4739673326
"LYL","LYCOPODIUM LIMITED","2004-12-17","Capital Goods",211020600
"M24","MAMBA EXPLORATION LIMITED","2021-02-05","Materials",12196668
"M2R","MIRAMAR RESOURCES LIMITED","2020-10-22","Class Pend",9910818
"M7T","MACH7 TECHNOLOGIES LIMITED","2005-11-30","Health Care Equipment & Services",244612987
"M8S","M8 SUSTAINABLE LIMITED","2019-12-11","Commercial & Professional Services",6763665
"MAD","MADER GROUP LIMITED","2019-10-01","Commercial & Professional Services",180000000
"MAF","MA FINANCIAL GROUP LIMITED","2017-04-10","Diversified Financials",823758171
"MAG","MAGMATIC RESOURCES LIMITED","2017-05-19","Materials",28555681
"MAH","MACMAHON HOLDINGS LIMITED","1983-12-01","Materials",387897447
"MAI","MAINSTREAM GROUP HOLDINGS LIMITED","2015-10-01","Diversified Financials",376984171
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","2018-04-30","Diversified Financials",98272080
"MAN","MANDRAKE RESOURCES LIMITED","1987-05-29","Materials",63347599
"MAQ","MACQUARIE TELECOM GROUP LIMITED","1999-09-27","Telecommunication Services",1076153687
"MAT","MATSA RESOURCES LIMITED","2005-04-20","Materials",22433355
"MAU","MAGNETIC RESOURCES NL","2007-04-05","Materials",311988091
"MAUCA","MAGNETIC RESOURCES NL","2007-04-05","Materials",311988091
"MAX","MILLINIUM'S ALTERNATIVES FUND.","2006-12-20","Not Applic","N/A"
"MAY","MELBANA ENERGY LIMITED","1998-03-27","Energy",50970731
"MBH","MAGGIE BEER HOLDINGS LTD","2004-08-27","Food, Beverage & Tobacco",134969587
"MBK","METAL BANK LIMITED","2011-03-02","Materials",10701615
"MCA","MURRAY COD AUSTRALIA LIMITED","2011-03-30","Food, Beverage & Tobacco",221441650
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","2009-11-16","Energy",13813393
"MCL","MIGHTY CRAFT LIMITED","2019-12-17","Food, Beverage & Tobacco",51761204
"MCM","MC MINING LIMITED","1980-04-24","Energy",16214053
"MCP","MCPHERSON'S LIMITED","1962-06-30","Household & Personal Products",152800117
"MCR","MINCOR RESOURCES NL","1997-06-16","Materials",419396080
"MCT","METALICITY LIMITED","2005-12-21","Materials",18247770
"MCX","MARINER CORPORATION LIMITED","1986-06-20","Diversified Financials",3123459
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities",8105690551
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences",51326351
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials",13466004
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",113211192
"MDX","MINDAX LIMITED","2004-12-08","Materials",151707798
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",100109961
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",12565430
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",64338465
"MEG","MEGADO GOLD LIMITED","2020-10-27","Materials",8937500
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",59165619
"MEL","METGASCO LTD","2004-12-23","Energy",16489483
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",54703719
"MEP","MINOTAUR EXPLORATION LTD","2005-02-24","Materials",55147306
"MEU","MARMOTA LIMITED","2007-11-21","Energy",39709881
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",12221284534
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",317593156
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",35793727
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1613148959
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",9334884715
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Class Pend",2951947360
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",1378561403
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",20716647
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",11497665009
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",213630477
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",75129350
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",194626376
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",1055466288
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",19841623
"MHH","MAGELLAN HIGH CONVICTION TRUST","2019-10-11","Not Applic",900815779
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",7258520
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",322157984
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",11103163
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",27392673
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",9012143141
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",66791714
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",590402506
"MIRNA","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",590402506
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",22637261
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",27302849
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",88886725
"MLD","MACA LIMITED","2010-11-03","Materials",264825906
"MLG","MLG OZ LIMITED","2021-05-04","Materials",136929013
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",19520647
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",8454376
"MLT","MILTON CORPORATION LIMITED","1962-04-17","Not Applic",3371151820
"MLX","METALS X LIMITED","2004-08-26","Materials",217743856
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",46677634
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",313735202
"MMG","MONGER GOLD LTD",,"Materials",0
"MMI","METRO MINING LIMITED","2009-12-04","Materials","N/A"
"MMJ","MMJ GROUP HOLDINGS LIMITED","2015-01-22","Not Applic",18396319
"MML","MEDUSA MINING LIMITED","2003-12-23","Materials",168377374
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",737352000
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",957978105
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",25521809
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",934344959
"MNF","MNF GROUP LIMITED","2006-05-18","Telecommunication Services",455539406
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",225630155
"MNY","MONEY3 CORPORATION LIMITED","2006-10-19","Diversified Financials",663588392
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",20282013
"MOC","MORTGAGE CHOICE LIMITED","2004-08-10","Banks","N/A"
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",6712901
"MOQ","MOQ LIMITED","2000-12-19","Software & Services",37103283
"MOT","MCP INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",353983299
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",62830905
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",2818771866
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",37541698
"MPH","MEDILAND PHARM LIMITED","2019-02-22","Retailing",19078580
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",8482329979
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",71370563
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",15962176
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",34867866
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",55204667339
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials",6595056
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Class Pend",16393811
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",93529522
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",26163688
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",7058423
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",45598553
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",156307783
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",12325359
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",10471604
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",10226713
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",1427131354
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",11176473
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",8310490
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",44451556
"MSM","MSM CORPORATION INTERNATIONAL LTD","1996-11-20","Media & Entertainment","N/A"
"MSR","MANAS RESOURCES LIMITED","2008-07-22","Materials",33156236
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",81687883
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",5314198
"MTC","METALSTECH LIMITED","2017-02-24","Materials",33839880
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",37603729
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",172161721
"MTR","METAL TIGER PLC","2021-05-27","Materials",88407272
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",3680506156
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",325345091
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",25940847
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",344208366
"MWY","MIDWAY LIMITED","2016-12-08","Materials",77292556
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",144806048
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",97419109
"MXI","MAXITRANS INDUSTRIES LIMITED","1994-12-07","Capital Goods",83284044
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",0
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",10086980
"MXT","MCP MASTER INCOME TRUST","2017-10-09","Not Applic",1500571446
"MYD","MYDEAL.COM.AU LIMITED","2020-10-22","Retailing",151413974
"MYE","MASTERMYNE GROUP LIMITED","2010-05-07","Materials",92931266
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",36280500
"MYL","MYANMAR METALS LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",266915615
"MYS","MYSTATE LIMITED","2009-09-10","Banks",478303291
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",591221654
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",83112946
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",4893334
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks",87151178863
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",51498390
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",16818515
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",32995535
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",63490721
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1742467810
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",818618729
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",13734832
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",72025071
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",867510000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",42451749
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",21290396477
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",8454736
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",241985609
"NEA","NEARMAP LTD","2000-12-07","Software & Services",932642579
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",5047964029
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",7710079
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",71857849
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",155242703
"NEW","NEW ENERGY SOLAR","2017-12-04","Utilities",321676561
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",24255569
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",324275525
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",18942860
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",65162042
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",1552345958
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",2805959704
"NIC","NICKEL MINES LIMITED","2018-08-20","Materials",2439578179
"NKL","NICKELX LIMITED","2021-05-07","Materials",10290001
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials",8010709
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",64624215
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",20895683
"NMT","NEOMETALS LTD","2002-07-10","Materials",267222120
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",22258692
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",4428583
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",164052558
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",195929574
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",11408323
"NRX","NORONEX LIMITED","2017-11-15","Materials",21981228
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",44476209
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",144411171
"NSE","NEW STANDARD ENERGY LIMITED","2007-08-15","Energy","N/A"
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Class Pend",38400000
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2071277705
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",11634425190
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",35771200
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",121152555
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",36931414
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",8376676
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",675806256
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",164758436
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",25354755
"NUF","NUFARM LIMITED","1988-11-10","Materials",1754461609
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",82704201
"NUS","NUSANTARA RESOURCES LIMITED","2017-08-02","Materials",64196442
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",241127264
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",9036160
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",849662906
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",133741170
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",40587547
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",177296363
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",636634085
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",3995925565
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",10013296
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",18439602449
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",18439602449
"NXE","NEW ENERGY MINERALS LTD","2002-05-10","Materials","N/A"
"NXL","NUIX LIMITED","2020-12-04","Software & Services",837711056
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",18067224
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",291021646
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",5420612031
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",40174288
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",194579889
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",131384091
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",70496462
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",9924060
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",4783939
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",21184156
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",16841904
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",972689555
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",140040595
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services",948099587
"OCC","ORTHOCELL LIMITED","2014-08-12","Pharmaceuticals, Biotechnology & Life Sciences",114294055
"OCL","OBJECTIVE CORPORATION LIMITED","2000-08-17","Software & Services",1345778305
"ODA","ORCODA LIMITED","1986-09-15","Software & Services",19187083
"ODM","ODIN METALS LIMITED","2010-08-05","Materials",13244363
"ODY","ODYSSEY GOLD LTD","2005-11-30","Materials",76541307
"OEC","ORBITAL CORPORATION LIMITED","1989-01-24","Capital Goods",68728017
"OEL","OTTO ENERGY LIMITED","2004-12-22","Energy",38360078
"OEQ","ORION EQUITIES LIMITED","1970-11-19","Diversified Financials",4809885
"OEX","OILEX LTD","2003-10-24","Energy",21256270
"OFX","OFX GROUP LIMITED","2013-10-11","Diversified Financials",334527232
"OGA","OCEAN GROWN ABALONE LIMITED","2017-11-14","Food, Beverage & Tobacco",16460908
"OGC","OCEANAGOLD CORPORATION","2007-06-19","Materials",1815868588
"OIL","OPTISCAN IMAGING LIMITED","1997-08-08","Health Care Equipment & Services",123232120
"OKJ","OAKAJEE CORPORATION LIMITED","2008-06-11","Materials",6894798
"OKR","OKAPI RESOURCES LIMITED","2017-09-28","Materials",10669726
"OKU","OKLO RESOURCES LIMITED","2007-05-16","Materials",57963428
"OLH","OLDFIELDS HOLDINGS LIMITED","1960-06-15","Capital Goods",9056152
"OLI","OLIVER'S REAL FOOD LIMITED","2017-06-21","Consumer Services","N/A"
"OLL","OPENLEARNING LIMITED","2019-12-12","Software & Services",20503121
"OMH","OM HOLDINGS LIMITED","1998-03-12","Materials",609364253
"OML","OOH!MEDIA LIMITED","2014-12-17","Media & Entertainment",1101508406
"ONE","ONEVIEW HEALTHCARE PLC","2016-03-17","Health Care Equipment & Services",203446669
"ONT","1300 SMILES LIMITED","2005-03-11","Health Care Equipment & Services",172615419
"ONX","ORMINEX LTD","1971-07-28","Materials",25750021
"OOK","OOKAMI LIMITED","2000-02-21","Software & Services","N/A"
"OPH","OPHIR HIGH CONVICTION FUND","2018-12-19","Not Applic",765998499
"OPL","OPYL LIMITED","1996-03-07","Software & Services",10333223
"OPT","OPTHEA LIMITED","1991-04-18","Pharmaceuticals, Biotechnology & Life Sciences",462383955
"OPY","OPENPAY GROUP LTD","2019-12-16","Diversified Financials",184390940
"ORA","ORORA LIMITED","2013-12-18","Materials",2857670435
"ORE","OROCOBRE LIMITED","2007-12-04","Materials",1968584172
"ORG","ORIGIN ENERGY LIMITED","1961-07-13","Energy",8330528366
"ORI","ORICA LIMITED","1961-11-28","Materials",5424282244
"ORM","ORION METALS LIMITED","2007-01-03","Materials",26164677
"ORN","ORION MINERALS LTD","2003-10-31","Materials",144392951
"ORR","ORECORP LIMITED","2011-08-04","Materials",265937766
"OSH","OIL SEARCH LIMITED","1974-01-01","Energy",8103617590
"OSL","ONCOSIL MEDICAL LTD","2005-08-15","Pharmaceuticals, Biotechnology & Life Sciences",47840598
"OSP","OSPREY MEDICAL INC","2012-05-02","Health Care Equipment & Services",41052484
"OSX","OSTEOPORE LIMITED","2019-09-23","Health Care Equipment & Services",52770707
"OTW","OVER THE WIRE HOLDINGS LIMITED","2015-12-03","Software & Services",290066097
"OVN","OVENTUS MEDICAL LIMITED","2016-07-19","Health Care Equipment & Services",19092703
"OVNNA","OVENTUS MEDICAL LIMITED","2016-07-19","Health Care Equipment & Services",
"OVT","OVATO LIMITED","1992-02-13","Commercial & Professional Services",36638437
"OXX","OCTANEX LIMITED","2009-11-06","Energy",8508187
"OZG","OZGROWTH LIMITED","2008-01-02","Not Applic",84162590
"OZL","OZ MINERALS LIMITED","1970-01-01","Materials",7379027342
"OZM","OZAURUM RESOURCES LIMITED","2021-02-08","Materials",16030000
